842.0,0.0,2.2,0.0,1.0,0.0,7.0,0.6,188.0,2.0,2.0,20.0,756.0,2549.0,9.0,7.0,19.0,0.0,0.0,1.0,3.027315914489311,15120.0,1.0
1021.0,1.0,0.5,1.0,0.0,1.0,53.0,0.7,136.0,3.0,6.0,905.0,1988.0,2631.0,17.0,3.0,7.0,1.0,1.0,0.0,2.5768854064642506,1799140.0,2.0
563.0,1.0,0.5,1.0,2.0,1.0,41.0,0.9,145.0,5.0,6.0,1263.0,1716.0,2603.0,11.0,2.0,9.0,1.0,1.0,0.0,4.623445825932505,2167308.0,2.0
615.0,1.0,2.5,0.0,0.0,0.0,10.0,0.8,131.0,6.0,9.0,1216.0,1786.0,2769.0,16.0,8.0,11.0,1.0,0.0,0.0,4.5024390243902435,2171776.0,2.0
1821.0,1.0,1.2,0.0,13.0,1.0,44.0,0.6,141.0,2.0,14.0,1208.0,1212.0,1411.0,8.0,2.0,15.0,1.0,1.0,0.0,0.7748489840746843,1464096.0,1.0
1859.0,0.0,0.5,1.0,3.0,0.0,22.0,0.7,164.0,1.0,7.0,1004.0,1654.0,1067.0,17.0,1.0,10.0,1.0,0.0,0.0,0.5739644970414202,1660616.0,1.0
1821.0,0.0,1.7,0.0,4.0,1.0,10.0,0.8,139.0,8.0,10.0,381.0,1018.0,3220.0,13.0,8.0,18.0,1.0,0.0,1.0,1.7682591982427238,387858.0,3.0
1954.0,0.0,0.5,1.0,0.0,0.0,24.0,0.8,187.0,4.0,0.0,512.0,1149.0,700.0,16.0,3.0,5.0,1.0,1.0,1.0,0.35823950870010235,588288.0,0.0
1445.0,1.0,0.5,0.0,0.0,0.0,53.0,0.7,174.0,7.0,14.0,386.0,836.0,1099.0,17.0,1.0,20.0,1.0,0.0,0.0,0.7605536332179931,322696.0,0.0
509.0,1.0,0.6,1.0,2.0,1.0,9.0,0.1,93.0,5.0,15.0,1137.0,1224.0,513.0,19.0,10.0,12.0,1.0,0.0,0.0,1.0078585461689586,1391688.0,0.0
769.0,1.0,2.9,1.0,0.0,0.0,9.0,0.1,182.0,5.0,1.0,248.0,874.0,3946.0,5.0,2.0,7.0,0.0,0.0,0.0,5.131339401820546,216752.0,3.0
1520.0,1.0,2.2,0.0,5.0,1.0,33.0,0.5,177.0,8.0,18.0,151.0,1005.0,3826.0,14.0,9.0,13.0,1.0,1.0,1.0,2.517105263157895,151755.0,3.0
1815.0,0.0,2.8,0.0,2.0,0.0,33.0,0.6,159.0,4.0,17.0,607.0,748.0,1482.0,18.0,0.0,2.0,1.0,0.0,0.0,0.8165289256198347,454036.0,1.0
803.0,1.0,2.1,0.0,7.0,0.0,17.0,1.0,198.0,4.0,11.0,344.0,1440.0,2680.0,7.0,1.0,4.0,1.0,0.0,1.0,3.3374844333748444,495360.0,2.0
1866.0,0.0,0.5,0.0,13.0,1.0,52.0,0.7,185.0,1.0,17.0,356.0,563.0,373.0,14.0,9.0,3.0,1.0,0.0,1.0,0.19989281886387997,200428.0,0.0
775.0,0.0,1.0,0.0,3.0,0.0,46.0,0.7,159.0,2.0,16.0,862.0,1864.0,568.0,17.0,15.0,11.0,1.0,1.0,1.0,0.7329032258064516,1606768.0,0.0
838.0,0.0,0.5,0.0,1.0,1.0,13.0,0.1,196.0,8.0,4.0,984.0,1850.0,3554.0,10.0,9.0,19.0,1.0,0.0,1.0,4.241050119331742,1820400.0,3.0
595.0,0.0,0.9,1.0,7.0,1.0,23.0,0.1,121.0,3.0,17.0,441.0,810.0,3752.0,10.0,2.0,18.0,1.0,1.0,0.0,6.305882352941176,357210.0,3.0
1131.0,1.0,0.5,1.0,11.0,0.0,49.0,0.6,101.0,5.0,18.0,658.0,878.0,1835.0,19.0,13.0,16.0,1.0,1.0,0.0,1.6224580017683465,577724.0,1.0
682.0,1.0,0.5,0.0,4.0,0.0,19.0,1.0,121.0,4.0,11.0,902.0,1064.0,2337.0,11.0,1.0,18.0,0.0,1.0,1.0,3.4266862170087977,959728.0,1.0
772.0,0.0,1.1,1.0,12.0,0.0,39.0,0.8,81.0,7.0,14.0,1314.0,1854.0,2819.0,17.0,15.0,3.0,1.0,1.0,0.0,3.651554404145078,2436156.0,3.0
1709.0,1.0,2.1,0.0,1.0,0.0,13.0,1.0,156.0,2.0,2.0,974.0,1385.0,3283.0,17.0,1.0,15.0,1.0,0.0,0.0,1.9210064365125805,1348990.0,3.0
1949.0,0.0,2.6,1.0,4.0,0.0,47.0,0.3,199.0,4.0,7.0,407.0,822.0,1433.0,11.0,5.0,20.0,0.0,0.0,1.0,0.7352488455618266,334554.0,1.0
1602.0,1.0,2.8,1.0,4.0,1.0,38.0,0.7,114.0,3.0,20.0,466.0,788.0,1037.0,8.0,7.0,20.0,1.0,0.0,0.0,0.6473158551810237,367208.0,0.0
503.0,0.0,1.2,1.0,5.0,1.0,8.0,0.4,111.0,3.0,13.0,201.0,1245.0,2583.0,11.0,0.0,12.0,1.0,0.0,0.0,5.135188866799205,250245.0,1.0
